Geography,Geographic Area Name,Total,T_ Under 18 years,T_ 18 to 34 years,T_ 35 to 64 years,T_ 65 years and over,T_ Male,T_ Female,T_ African American,T_ American Indian/Alaska Native,T_ Asian,T_ Hawaiian/ Pacific Islander,T_ Two or more races,T_ Hispanic or Latino,T_ White,T_ Less than high school graduate,T_ High school graduate,T_ Bachelor's degree or higher,T_ Employed,T_ Employed | Male,T_ Employed | Female,BP_ | Total,BP_ | Under 18 years,BP_ | 18 to 34 years,BP_ | 35 to 64 years,BP_ | 65 years and over,BP_ | Male,BP_ | Female,BP_ | African American,BP_ | American Indian/ Alaska Native,BP_ | Asian,BP_ | Hawaiian/ Pacific Islander,BP_ | Two or more races,BP_ | Hispanic or Latino,BP_ | White,BP_ | Less than high school graduate,BP_ | High school graduate,BP_ | Bachelor's degree or higher,BP_ | Employed,BP_ | Employed | Male,BP_ | Employed | Female,BP_ | 50%,BP_ | 125%,BP_ | 150%,BP_ | 185%,BP_ | 200%,BP_ | 300%,BP_ | 400%,BP_ | 500%,state,county
0500000US34039,"Union County, New Jersey",566604,130823,115811,232204,87766,280555,286049,114562,-999999999,33656,-999999999,72472,199027,198706,53866,98388,150358,303723,160277,143446,48328,13915,11391,14281,8741,19814,28514,11939,-999999999,1851,-999999999,4245,22344,12119,7187,10439,5621,12039,4755,7284,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,039
0500000US34041,"Warren County, New Jersey",109775,21206,19751,46666,22152,54609,55166,5473,-999999999,-999999999,-999999999,8677,14888,81184,5086,21539,29704,62105,33285,28820,10061,2696,2098,3912,1355,3549,6512,441,-999999999,-999999999,-999999999,1148,1400,6959,856,2699,921,2799,1103,1696,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,041
0500000US35001,"Bernalillo County, New Mexico",662540,131846,151387,254222,125085,327011,335529,21256,32953,20329,-999999999,168144,326184,247510,49364,100689,181874,330555,172284,158271,91771,25567,21788,29732,14684,41152,50619,3414,9678,878,-999999999,23058,48923,24669,11690,15678,9560,20066,8923,11143,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,35,001
0500000US35013,"Doña Ana County, New Mexico",219312,49485,58826,71492,39509,108994,110318,-999999999,-999999999,-999999999,-999999999,81724,149139,57973,22879,34467,45093,98278,50892,47386,45367,11870,15719,10851,6927,21109,24258,-999999999,-999999999,-999999999,-999999999,18524,33497,8539,6341,8014,2808,12894,5584,7310,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,35,013
0500000US35025,"Lea County, New Mexico",70015,20479,16663,24321,8552,35800,34215,-999999999,-999999999,-999999999,-999999999,23100,43951,21812,12410,11374,6538,33787,19246,14541,12570,4552,2693,3099,2226,6855,5715,-999999999,-999999999,-999999999,-999999999,4384,9423,2080,3179,2077,157,3593,1985,1608,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,35,025
0500000US35031,"McKinley County, New Mexico",67943,17956,15842,24152,9993,32256,35687,-999999999,52872,-999999999,-999999999,3884,8360,-999999999,8219,15998,5239,22565,10173,12392,25959,8476,6311,8452,2720,11200,14759,-999999999,22212,-999999999,-999999999,947,2651,-999999999,4142,6483,492,3814,1316,2498,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,35,031
0500000US35035,"Otero County, New Mexico",65286,14405,15625,23058,12198,32572,32714,-999999999,4255,-999999999,-999999999,13681,25888,30191,6123,12628,9851,28193,14734,13459,13589,5415,2199,4454,1521,5236,8353,-999999999,1752,-999999999,-999999999,3540,8108,3106,3099,2186,423,3365,1888,1477,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,35,035
0500000US35043,"Sandoval County, New Mexico",155335,32497,31407,59641,31790,76707,78628,-999999999,17863,-999999999,-999999999,39533,62851,62627,7811,25743,38524,69139,36262,32877,20413,7254,4166,6230,2763,9096,11317,-999999999,4921,-999999999,-999999999,6939,10261,4600,1943,3789,1720,4738,1977,2761,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,35,043
0500000US35045,"San Juan County, New Mexico",119538,29785,25294,43614,20845,58823,60715,-999999999,47931,-999999999,-999999999,12617,23768,42721,11134,24444,16453,49892,26901,22991,25236,8674,5663,7837,3062,11778,13458,-999999999,12407,-999999999,-999999999,2059,5649,6626,3480,5593,1135,4663,2549,2114,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,35,045
0500000US35049,"Santa Fe County, New Mexico",154136,23602,26865,58460,45209,74632,79504,-999999999,4175,-999999999,-999999999,49177,73301,69042,10085,26066,55383,73389,37957,35432,19104,5469,3984,5562,4089,8044,11060,-999999999,930,-999999999,-999999999,7157,12772,4874,1862,4524,2651,4205,1732,2473,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,35,049
0500000US35061,"Valencia County, New Mexico",77297,17495,15000,30114,14688,37798,39499,-999999999,-999999999,-999999999,-999999999,30079,47192,22856,7948,16946,11074,32794,16243,16551,14591,5295,2386,4508,2402,6508,8083,-999999999,-999999999,-999999999,-999999999,7239,10840,2415,2335,3274,642,2950,1718,1232,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,35,061
0500000US36001,"Albany County, New York",299777,54703,74270,113675,57129,146421,153356,35041,-999999999,23154,-999999999,27185,21248,202182,11042,47141,96431,159105,77998,81107,39530,8125,14227,11951,5227,17804,21726,8746,-999999999,4244,-999999999,4611,5130,17514,4115,7797,4668,10214,3208,7006,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,001
0500000US36005,"Bronx County, New York",1323761,313026,315184,498153,197398,623200,700561,444113,24250,56715,-999999999,189308,735432,110402,210720,252560,210655,569906,283397,286509,369261,113435,77871,119262,58693,154995,214266,106272,9809,12599,-999999999,51888,238642,24258,76931,74981,20949,66244,26707,39537,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,005
0500000US36007,"Broome County, New York",184238,36477,43416,66161,38184,91120,93118,9857,-999999999,10183,-999999999,13262,10917,144539,10083,37625,40930,87614,46092,41522,31614,7144,11079,8933,4458,13807,17807,4054,-999999999,3014,-999999999,2458,3734,19206,3930,7114,3247,6134,2723,3411,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,007
0500000US36009,"Cattaraugus County, New York",73182,16441,13313,27724,15704,36161,37021,-999999999,1891,-999999999,-999999999,4907,-999999999,63741,5755,20179,10922,30750,15947,14803,15054,4946,3113,5278,1717,6547,8507,-999999999,605,-999999999,-999999999,1400,-999999999,12782,2625,4075,959,2821,1418,1403,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,009
0500000US36011,"Cayuga County, New York",71315,13674,13320,28347,15974,35332,35983,-999999999,-999999999,-999999999,-999999999,5108,-999999999,63004,3715,17266,14108,35286,18743,16543,9617,2525,2155,3015,1922,4432,5185,-999999999,-999999999,-999999999,-999999999,1010,-999999999,7891,1455,2748,881,2086,704,1382,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,011
0500000US36013,"Chautauqua County, New York",120686,25208,22510,46470,26498,59346,61340,3495,-999999999,-999999999,-999999999,8212,11956,100407,9372,27780,21472,53769,27970,25799,20451,6064,4593,6668,3126,9262,11189,362,-999999999,-999999999,-999999999,1511,4417,14461,3376,4460,1413,4501,1546,2955,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,013
0500000US36015,"Chemung County, New York",78465,16674,14907,30676,16208,38715,39750,5434,-999999999,-999999999,-999999999,2873,-999999999,66813,3847,19545,15973,37291,18443,18848,14213,4143,2855,5112,2103,6747,7466,1603,-999999999,-999999999,-999999999,168,-999999999,11379,1097,4452,733,3599,1325,2274,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,015
0500000US36019,"Clinton County, New York",73310,13853,15356,29168,14933,36968,36342,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,66036,4473,16575,15087,36299,19004,17295,10166,2504,2987,2908,1767,4061,6105,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,9024,1226,2209,151,2834,535,2299,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,019
0500000US36027,"Dutchess County, New York",281943,53479,55870,115459,57135,139687,142256,24050,-999999999,9989,-999999999,34719,44819,186773,15196,50593,86705,147923,75426,72497,20256,2753,5436,7876,4191,10934,9322,2178,-999999999,598,-999999999,3177,4676,11489,4003,4628,2692,2975,1380,1595,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,027
0500000US36029,"Erie County, New York",922939,186529,197832,355421,183157,448568,474371,113863,-999999999,45802,-999999999,56701,57521,670950,48737,177486,252942,466057,235973,230084,130526,33547,30794,43381,22804,58152,72374,29254,-999999999,14038,-999999999,12164,19136,64064,16282,31941,11362,26420,12084,14336,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,029
0500000US36045,"Jefferson County, New York",110005,26992,28997,37007,17009,57017,52988,-999999999,-999999999,-999999999,-999999999,9010,8326,89120,5978,24414,19046,46478,22582,23896,13963,5401,3004,3781,1777,6058,7905,-999999999,-999999999,-999999999,-999999999,1244,1155,10485,1412,3027,853,3046,746,2300,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,045
0500000US36047,"Kings County, New York",2532891,549250,626084,951277,406280,1205149,1327742,690861,15410,313312,-999999999,278185,479311,917325,267522,397081,783758,1258926,618972,639954,481891,145502,96606,146405,93378,212574,269317,144506,2916,59114,-999999999,49278,114179,142014,87262,90076,61095,91939,39988,51951,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,047
0500000US36053,"Madison County, New York",61444,11901,11123,24449,13971,30407,31037,-999999999,-999999999,-999999999,-999999999,2409,1383,57841,3208,13098,14190,30342,15391,14951,6689,1396,1579,2072,1642,3000,3689,-999999999,-999999999,-999999999,-999999999,192,185,6301,719,2101,316,1427,493,934,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,053
0500000US36055,"Monroe County, New York",723741,148709,156520,278796,139716,349926,373815,104885,-999999999,25369,-999999999,57559,73148,488039,40420,118149,216587,367456,187098,180358,95393,26846,24044,30018,14485,40072,55321,27074,-999999999,4168,-999999999,9864,19229,41702,13060,18815,7907,21144,8058,13086,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,055
0500000US36059,"Nassau County, New York",1362361,290448,266440,546054,259419,672440,689921,152077,-999999999,170964,-999999999,153326,253890,730830,69149,195548,474451,681173,361301,319872,73957,14916,17055,25334,16652,33851,40106,12843,-999999999,6730,-999999999,9486,20482,30965,9577,15777,13318,16247,6873,9374,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,059
0500000US36061,"New York County, New York",1542585,210955,431468,605497,294665,741758,800827,213710,-999999999,188394,-999999999,207666,379729,704166,128400,141269,798263,868484,433135,435349,255043,41655,69579,78971,64838,109673,145370,68089,-999999999,32374,-999999999,33630,97681,53745,58915,45296,46938,47516,18417,29099,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,061
0500000US36063,"Niagara County, New York",205313,40748,39554,81806,43205,101448,103865,13654,-999999999,-999999999,-999999999,15933,8352,166798,12531,51899,40007,101446,53815,47631,29638,9551,5000,9161,5926,14674,14964,2697,-999999999,-999999999,-999999999,5276,2822,19828,3397,8707,1626,5033,2953,2080,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,063
0500000US36065,"Oneida County, New York",216268,47753,41538,82943,44034,107225,109043,9699,-999999999,9088,-999999999,15215,14724,169363,14614,46850,42955,100976,51551,49425,34719,9036,6670,14195,4818,17767,16952,3264,-999999999,2576,-999999999,2130,4201,22820,5633,9859,1766,6386,3127,3259,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,065
0500000US36067,"Onondaga County, New York",444793,94952,91043,172740,86058,218005,226788,48837,-999999999,17292,-999999999,32135,26344,328981,24939,71058,131314,228654,113134,115520,61197,19313,14765,18818,8301,27930,33267,17887,-999999999,4267,-999999999,5910,8241,27569,9277,11656,6810,12531,3928,8603,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,067
0500000US36069,"Ontario County, New York",108372,20339,18374,44249,25410,53127,55245,-999999999,-999999999,-999999999,-999999999,6624,6314,93317,4529,20979,32349,53811,27126,26685,8242,1033,1414,3759,2036,3325,4917,-999999999,-999999999,-999999999,-999999999,595,539,6902,992,3260,1287,1969,649,1320,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,069
0500000US36071,"Orange County, New York",398898,102452,86066,150617,59763,197936,200962,46798,-999999999,11904,-999999999,46771,97900,229282,27212,70858,84654,191516,102368,89148,51705,21289,13450,10885,6081,22074,29631,3676,-999999999,1097,-999999999,3637,14175,31197,5074,10097,2955,8285,4082,4203,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,071
0500000US36075,"Oswego County, New York",112349,21781,24052,45058,21458,56796,55553,-999999999,-999999999,-999999999,-999999999,4385,-999999999,103542,7553,28713,17172,52317,28274,24043,16769,4362,3935,6144,2328,6986,9783,-999999999,-999999999,-999999999,-999999999,1061,-999999999,14747,2032,4466,977,2365,1168,1197,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,075
0500000US36079,"Putnam County, New York",97111,18147,18198,41227,19539,47461,49650,-999999999,-999999999,-999999999,-999999999,12194,20104,68533,4170,17136,34662,52790,26368,26422,8544,1471,2394,2786,1893,4300,4244,-999999999,-999999999,-999999999,-999999999,2350,3665,4250,1528,3252,992,2177,1286,891,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,079
0500000US36081,"Queens County, New York",2224274,419603,490138,903008,411525,1084972,1139302,379495,23691,588536,-999999999,282124,623130,515753,280238,408211,604461,1125204,593592,531612,304271,72346,60087,101226,70612,130456,173815,50936,4052,89426,-999999999,39045,101482,51758,59231,67924,40075,66375,30953,35422,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,081
0500000US36083,"Rensselaer County, New York",152386,29308,32239,61554,29285,76013,76373,8756,-999999999,-999999999,-999999999,12428,9489,121400,7787,28023,41639,79622,41413,38209,20013,5226,5412,7457,1918,9078,10935,2505,-999999999,-999999999,-999999999,3327,2966,11909,2854,3538,1976,5173,1969,3204,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,083
0500000US36085,"Richmond County, New York",485265,103928,101831,194443,85063,237257,248008,46298,-999999999,69289,-999999999,58526,94788,264599,42284,99713,122171,225880,119146,106734,63877,18196,11742,21310,12629,30176,33701,14608,-999999999,10371,-999999999,12965,21835,17536,12804,13404,4719,10271,5941,4330,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,085
0500000US36087,"Rockland County, New York",334719,100072,67036,114378,53233,166509,168210,34419,-999999999,19872,-999999999,29451,68772,200122,26403,44987,86078,151622,78993,72629,54967,24711,12610,12788,4858,24401,30566,3503,-999999999,528,-999999999,4267,13993,36415,6266,7843,3619,11528,5595,5933,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,087
0500000US36089,"St. Lawrence County, New York",96150,19728,17855,37922,20645,47173,48977,-999999999,-999999999,-999999999,-999999999,3857,-999999999,88986,6524,20692,19590,40951,19767,21184,19615,5080,5436,6010,3089,8457,11158,-999999999,-999999999,-999999999,-999999999,501,-999999999,18284,2896,3623,2023,3409,1492,1917,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,089
0500000US36091,"Saratoga County, New York",234828,44199,43199,98195,49235,116361,118467,4714,-999999999,-999999999,-999999999,14564,9185,202938,8633,42449,77748,123436,64512,58924,17012,3976,3221,6441,3374,7851,9161,796,-999999999,-999999999,-999999999,994,601,14711,2722,3432,1668,3766,1687,2079,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,091
0500000US36093,"Schenectady County, New York",155291,33675,32628,61134,27854,76486,78805,17035,-999999999,-999999999,-999999999,17641,12800,102832,8401,28498,40140,73631,38864,34767,23356,7374,5450,7828,2704,9582,13774,6473,-999999999,-999999999,-999999999,5775,3299,7310,3297,5160,1474,3847,1171,2676,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,093
0500000US36101,"Steuben County, New York",90556,18801,17707,34832,19216,44040,46516,-999999999,-999999999,-999999999,-999999999,3194,-999999999,82907,5066,24262,16511,41548,21596,19952,13127,3804,2979,4111,2233,5981,7146,-999999999,-999999999,-999999999,-999999999,269,-999999999,11290,1967,3599,776,2421,1172,1249,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,101
0500000US36103,"Suffolk County, New York",1495976,303440,311119,605852,275565,741858,754118,114944,-999999999,66328,-999999999,182244,344133,922110,92167,260475,432919,773639,406676,366963,101811,25278,19426,36085,21022,45863,55948,11766,-999999999,7352,-999999999,12564,31498,49519,12770,24167,13992,23117,10473,12644,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,103
0500000US36105,"Sullivan County, New York",76901,16315,14635,31098,14853,40038,36863,-999999999,-999999999,-999999999,-999999999,9674,14269,51977,6716,15733,16596,36450,19345,17105,9860,1861,1662,4297,2040,4558,5302,-999999999,-999999999,-999999999,-999999999,1864,2121,6136,2223,3091,1028,1561,519,1042,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,36,105
